표준코드	단축코드	한글종목명	한글종목약명	영문종목명	상장일	기초지수명	지수산출기관	추적배수	복제방법	기초시장분류	기초자산분류	상장좌수	운용사	CU수량	총보수	과세유형
KR7091220004	91220	미래에셋 TIGER 은행 증권상장지수투자신탁(주식)	TIGER 은행	MIRAE ASSET TIGER BANKS ETF	2006-06-27	KRX 은행	KRX	일반 (1)	실물	국내	주식	940000	미래에셋자산운용	20000	0.46	비과세
KR7307510008	307510	미래에셋 TIGER 의료기기증권상장지수투자신탁(주식)	TIGER 의료기기	MIRAE ASSET TIGER HEALTHCARE EQUIP ETF	2018-11-08	FnGuide 의료기기 지수	FnGuide	일반 (1)	실물	국내	주식	450000	미래에셋자산운용	50000	0.5	비과세
KR7236350005	236350	미래에셋 TIGER 인도레버리지증권상장지수투자신탁(주식혼합-파생형)(합성)	TIGER 인도니프티50레버리지(합성)	MIRAE ASSET TIGER SYNTH-INDIA LEVERAGE ETF	2016-05-13	Nifty 50 Index	IISL(India Index Services and Products Ltd)	2X 레버리지 (2)	합성	해외	주식	1100000	미래에셋자산운용	100000	0.58	배당소득세(보유기간과세)
KR7123310005	123310	미래에셋 TIGER 인버스 증권상장지수투자신탁(주식-파생형)	TIGER 인버스	MIRAE ASSET TIGER INVERSE ETF	2010-03-29	코스피 200 선물지수	KRX	1X 인버스 (-1)	실물	국내	주식	16700000	미래에셋자산운용	100000	0.09	배당소득세(보유기간과세)
KR7241180009	241180	미래에셋 TIGER 일본니케이225증권상장지수투자신탁(주식-파생형)	TIGER 일본니케이225	MIRAE ASSET TIGER NIKKEI225 ETF	2016-03-31	Nikkei 225	Nikkei	일반 (1)	실물	해외	주식	800000	미래에셋자산운용	100000	0.35	배당소득세(해외주식투자전용ETF)
KR7292560000	292560	미래에셋 TIGER 일본엔선물특별자산상장지수투자신탁(엔-파생형)	TIGER 일본엔선물	MIRAE ASSET TIGER JPYKRW FUTURES ETF	2018-04-17	엔선물지수	KRX	일반 (1)	실물	국내	통화	700000	미래에셋자산운용	100000	0.25	배당소득세(보유기간과세)
KR7248260002	248260	미래에셋 TIGER 일본헬스케어 증권상장지수투자신탁(주식-파생형)(합성)	TIGER 일본TOPIX헬스케어(합성)	MIRAE ASSET TIGER SYNTH-JAPAN HEALTHCARE ETF	2016-07-01	TOPIX-17 Pharmaceutical Index	TSE(Tokyo Stock Exchange)	일반 (1)	합성	해외	주식	1000000	미래에셋자산운용	100000	0.4	배당소득세(보유기간과세)
KR7150460004	150460	미래에셋 TIGER 중국소비테마 증권상장지수투자신탁(주식)	TIGER 중국소비테마	MIRAE ASSET TIGER CHINA CONSUMER ETF	2011-12-16	FnGuide 중국내수테마 지수	FnGuide	일반 (1)	실물	국내	주식	19110000	미래에셋자산운용	30000	0.5	비과세
KR7302190004	302190	미래에셋 TIGER 중장기국채증권상장지수투자신탁(채권-파생형)	TIGER 중장기국채	MIRAE ASSET TIGER KTB 3-10 ETF	2018-07-20	KIS 국채 3-10년 지수(시장가격지수)	KIS 채권평가	일반 (1)	실물	국내	채권	1240000	미래에셋자산운용	20000	0.15	배당소득세(보유기간과세)
KR7157500000	157500	미래에셋 TIGER 증권 증권상장지수투자신탁(주식)	TIGER 증권	MIRAE ASSET TIGER SECURITIES ETF	2012-05-16	FnGuide 증권 지수	FnGuide	일반 (1)	실물	국내	주식	1300000	미래에셋자산운용	20000	0.4	비과세
KR7307520007	307520	미래에셋 TIGER 지주회사증권상장지수투자신탁(주식)	TIGER 지주회사	MIRAE ASSET TIGER HOLDINGS COMPANY ETF	2018-11-08	FnGuide 지주회사 지수	FnGuide	일반 (1)	실물	국내	주식	600000	미래에셋자산운용	50000	0.5	비과세
KR7117690008	117690	미래에셋 TIGER 차이나 증권상장지수투자신탁(주식)	TIGER 차이나항셍25	MIRAE ASSET TIGER CHINA ETF	2009-10-21	Hang Seng China (Hong Kong-listed) 25 Index	HangSeng	일반 (1)	실물	해외	주식	450000	미래에셋자산운용	50000	0.49	배당소득세(해외주식투자전용ETF)
KR7245360003	245360	미래에셋 TIGER 차이나H증권상장지수투자신탁(주식-파생형)	TIGER 차이나HSCEI	MIRAE ASSET TIGER CHINA H-SHARE ETF	2016-06-16	Hang Seng China H	HangSeng	일반 (1)	실물	해외	주식	5200000	미래에셋자산운용	100000	0.35	배당소득세(해외주식투자전용ETF)
KR7371470006	371470	미래에셋 TIGER 차이나바이오테크SOLACTIVE증권상장지수투자신탁(주식-파생형)	TIGER 차이나바이오테크SOLACTIVE	MIRAE ASSET TIGER CHINA BIOTECH SOLACTIVE ETF	2020-12-08	Solactive China Biotech Index(Net Total Return)	Solactive	일반 (1)	실물	해외	주식	7040000	미래에셋자산운용	40000	0.49	배당소득세(보유기간과세)
KR7371460007	371460	미래에셋 TIGER 차이나전기차SOLACTIVE증권상장지수투자신탁(주식-파생형)	TIGER 차이나전기차SOLACTIVE	MIRAE ASSET TIGER CHINA ELECTRIC VEHICLE SOLACTIVE ETF	2020-12-08	Solactive China Electric Vehicle Index(Net Total Return)	Solactive	일반 (1)	실물	해외	주식	73360000	미래에셋자산운용	40000	0.49	배당소득세(보유기간과세)
KR7371160003	371160	미래에셋 TIGER 차이나항셍테크증권상장지수투자신탁(주식)	TIGER 차이나항셍테크	MIRAE ASSET TIGER China Hang Seng TECH ETF	2020-12-16	Hang Seng TECH Index	HangSeng	일반 (1)	실물	해외	주식	17200000	미래에셋자산운용	100000	0.09	배당소득세(보유기간과세)
KR7166400002	166400	미래에셋 TIGER 커버드콜5%OTM증권상장지수투자신탁(주식-파생형)	TIGER 200커버드콜5%OTM	MIRAE ASSET TIGER COVERED C200 ETF	2012-10-25	코스피 200 커버드콜 5% OTM	KRX	일반 (1)	실물	국내	주식	500000	미래에셋자산운용	100000	0.38	배당소득세(보유기간과세)
KR7233160001	233160	미래에셋 TIGER 코스닥150 레버리지증권상장지수투자신탁(주식-파생형)	TIGER 코스닥150 레버리지	MIRAE ASSET TIGER KOSDAQ150 LEVERAGE ETF	2015-12-17	코스닥 150	KRX	2X 레버리지 (2)	실물	국내	주식	5800000	미래에셋자산운용	50000	0.32	배당소득세(보유기간과세)
KR7232080002	232080	미래에셋 TIGER 코스닥150 증권상장지수투자신탁(주식)	TIGER 코스닥150	MIRAE ASSET TIGER KOSDAQ150 ETF	2015-11-12	코스닥 150	KRX	일반 (1)	실물	국내	주식	15060000	미래에셋자산운용	20000	0.19	비과세
KR7261060008	261060	미래에셋 TIGER 코스닥150IT증권상장지수투자신탁(주식)	TIGER 코스닥150IT	MIRAE ASSET TIGER KOSDAQ150IT ETF	2016-12-15	코스닥 150 정보기술	KRX	일반 (1)	실물	국내	주식	480000	미래에셋자산운용	20000	0.4	비과세
KR7261070007	261070	미래에셋 TIGER 코스닥150바이오테크증권상장지수투자신탁(주식)	TIGER 코스닥150바이오테크	MIRAE ASSET TIGER KOSDAQ150BIOTECH ETF	2016-12-15	코스닥 150 헬스케어	KRX	일반 (1)	실물	국내	주식	740000	미래에셋자산운용	20000	0.4	비과세
KR7250780004	250780	미래에셋 TIGER 코스닥150인버스증권상장지수투자신탁(주식-파생형)	TIGER 코스닥150선물인버스	MIRAE ASSET TIGER KOSDAQ150 INVERSE ETF	2016-08-10	F-코스닥150 지수	KRX	1X 인버스 (-1)	실물	국내	주식	4600000	미래에셋자산운용	50000	0.32	배당소득세(보유기간과세)
KR7277640009	277640	미래에셋 TIGER 코스피대형주증권상장지수투자신탁(주식)	TIGER 코스피대형주	MIRAE ASSET TIGER KOSPI LARGECAP ETF	2017-08-31	코스피 대형주	KRX	일반 (1)	실물	국내	주식	650000	미래에셋자산운용	50000	0.29	비과세
KR7277650008	277650	미래에셋 TIGER 코스피중형주증권상장지수투자신탁(주식)	TIGER 코스피중형주	MIRAE ASSET TIGER KOSPI MIDCAP ETF	2017-08-31	코스피 중형주	KRX	일반 (1)	실물	국내	주식	750000	미래에셋자산운용	50000	0.29	비과세
KR7277630000	277630	미래에셋 TIGER 코스피증권상장지수투자신탁(주식)	TIGER 코스피	MIRAE ASSET TIGER KOSPI ETF	2017-08-31	코스피	KRX	일반 (1)	실물	국내	주식	1450000	미래에셋자산운용	50000	0.15	비과세
KR7376410007	376410	미래에셋 TIGER 탄소효율그린뉴딜증권상장지수투자신탁(주식)	TIGER 탄소효율그린뉴딜	MIRAE ASSET TIGER CARBON EFFICIENT GREEN NEWDEAL ETF	2021-02-05	KRX/S&P 탄소효율 그린뉴딜지수	KRX	일반 (1)	실물	국내	주식	9600000	미래에셋자산운용	100000	0.09	비과세
KR7143860005	143860	미래에셋 TIGER 헬스케어 증권상장지수투자신탁(주식)	TIGER 헬스케어	MIRAE ASSET TIGER HEALTH CARE ETF	2011-07-18	KRX 헬스케어	KRX	일반 (1)	실물	국내	주식	3320000	미래에셋자산운용	20000	0.4	비과세
KR7138540000	138540	미래에셋 TIGER 현대차그룹+ 증권상장지수투자신탁(주식)	TIGER 현대차그룹+펀더멘털	MIRAE ASSET TIGER HYUNDAI MOTOR GROUP+ ETF	2011-03-10	MKF 현대차그룹+ FW	FnGuide	일반 (1)	실물	국내	주식	4760000	미래에셋자산운용	20000	0.15	비과세
KR7228790002	228790	미래에셋 TIGER 화장품 증권상장지수투자신탁(주식)	TIGER 화장품	MIRAE ASSET TIGER COSMETICS ETF	2015-10-07	WISE 화장품 지수	WiseFn	일반 (1)	실물	국내	주식	6360000	미래에셋자산운용	30000	0.5	비과세
KR7276000007	276000	미래에셋 TIGER모닝스타글로벌자원생산기업증권상장지수투자신탁(주식-파생형)(합성H)	TIGER 글로벌자원생산기업(합성 H)	MIRAE ASSET TIGER SYNTH-MORNINGSTAR GLOBAL UPSTREAM NATURAL RESOURCES ETF(H)	2017-08-01	MorningStar Global Upstream Resources Index(PR)	MorningStar	일반 (1)	합성	해외	주식	1100000	미래에셋자산운용	100000	0.4	배당소득세(보유기간과세)
KR7139260004	139260	미래에셋TIGER200IT증권상장지수투자신탁(주식)	TIGER 200 IT	MIRAE ASSET TIGER 200 IT ETF	2011-04-06	코스피 200 정보기술	KRX	일반 (1)	실물	국내	주식	24660000	미래에셋자산운용	20000	0.4	비과세
KR7139220008	139220	미래에셋TIGER200건설증권상장지수투자신탁(주식)	TIGER 200 건설	MIRAE ASSET TIGER 200 CONSTRUCTIONS ETF	2011-04-06	코스피 200 건설	KRX	일반 (1)	실물	국내	주식	20760000	미래에셋자산운용	20000	0.4	비과세
KR7139290001	139290	미래에셋TIGER200경기소비재증권상장지수투자신탁(주식)	TIGER 200 경기소비재	MIRAE ASSET TIGER 200 CONSUMER DISCRETIONARY ETF	2011-04-06	코스피 200 경기소비재	KRX	일반 (1)	실물	국내	주식	360000	미래에셋자산운용	20000	0.4	비과세
KR7139270003	139270	미래에셋TIGER200금융증권상장지수투자신탁(주식)	TIGER 200 금융	MIRAE ASSET TIGER 200 FINANCIALS ETF	2011-04-06	코스피 200 금융	KRX	일반 (1)	실물	국내	주식	5680000	미래에셋자산운용	20000	0.4	비과세
KR7139250005	139250	미래에셋TIGER200에너지화학증권상장지수투자신탁(주식)	TIGER 200 에너지화학	MIRAE ASSET TIGER 200 ENERGY & CHEMICALS ETF	2011-04-06	코스피 200 에너지/화학	KRX	일반 (1)	실물	국내	주식	1960000	미래에셋자산운용	20000	0.4	비과세
KR7139230007	139230	미래에셋TIGER200중공업증권상장지수투자신탁(주식)	TIGER 200 중공업	MIRAE ASSET TIGER 200 HEAVY INDUSTRY ETF	2011-04-06	코스피 200 중공업	KRX	일반 (1)	실물	국내	주식	11360000	미래에셋자산운용	20000	0.4	비과세
